Year,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Brunei Darussalam,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Cabo Verde,Costa Rica,Cuba,Cyprus,Czechia,Germany,Djibouti,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,Guyana,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Mexico,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,"Korea, Dem. People's Rep.",Portugal,Paraguay,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Sierra Leone,El Salvador,"Somalia, Fed. Rep.",Serbia,South Sudan,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Trinidad and Tobago,Tunisia,Turkiye,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,"Venezuela, RB",Viet Nam,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1970,2939585.50125376,343271609.064777,0.0,3335766741.48489,445713893.877895,0.0,1277360204.37763,199524739.479966,11070110.701107,3337142.85714286,747755088.868629,4099087.20238203,4185916.94012004,48606800.1313768,2071428571.42857,11583922.3582339,241025517.642926,0.0,695125.0,16787135.9321534,1026234373.82096,9868097.73741424,5650505.96227849,21598187.9216042,1889157917.90681,436090053.625127,388383950.343605,11251332630.388,17727738.121511,20339866.0651295,102395209.580838,13100436.6812227,162662459.131057,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,5778355573.03669,45014.376466484,395600000.0,35900000.0,98844251.4370901,30700000.0,1092499016.75088,107737649.233228,859146961.788224,0.0,34540000.0,152891345.217332,413396.812710574,4941059320.49551,4638155.15750553,6792098923.78198,67706683.5603421,46918664.5094867,15069880.4942273,727666.880166151,9407751.85709348,2379301.339145,473596990.496484,32300000.0,5032808.21202366,9900000.0,36272977.871391,1930800.0,223333333.333333,698192771.084337,1832966666.66667,50986848.3228682,620132013.20132,401050839.579664,0.0,2216771793.07653,27445027.4450274,109759956.096018,1575347222.22222,0.0,17023993.1904027,0.0,0.0,386403740.388207,68739972.504011,38045833.3333333,64546127.5382535,3550000.0,242479903.008039,21042038.7173512,2291375.57284389,20769763.769377,7507663.57191724,17691507.9721057,88924195.0878275,0.0,12134982.778767,176800000.0,130636725.852966,6150439.75644259,12948712.0830855,122781872.781873,60811819.1314729,0.0,39135467.9154937,41058571.7065577,414000.414000414,2055000.82200033,199593626.070652,156919128.673686,7330399.9290757,662339735.064106,8346921.34482491,1079942532.93399,388359844.656062,5185185.18518519,171920027.507204,29065079.3001273,635250635.250635,103800000.0,218087855.297158,155055171.187345,7933048.21486779,8525000000.0,0.0,329349340.290783,19316666.6666667,616740088.105727,1542000000.0,0.0,9365839.70830056,471555555.555556,108271108.5583,94390801.1395154,103635151.998223,3986401.59456064,7135516.01423487,11200000.0,0.0,551454504.427754,266899036.578679,281422738.461992,1118164543.87121,5390626.34765659,7246651.05202591,199738219.895288,39363259.9077325,3650466.89073563,217223557.692308,1037058.64242542,79583333.3333333,8230000.0,6200000.0,22476190.4761905,564858542.613762,29539988.1840047,26627467.450651,152233866.519581,51429281.9115868,83407993004.8882,86929824.5614035,272727272.727273,1315597881.75968,927234.774966126,807070715.481137,417899832.840067,81624098.9637049,45950000.0
1971,2939585.50125376,343271609.064777,0.0,3335766741.48489,519719484.172883,0.0,1331754789.44566,209277606.745348,11070110.701107,2628571.42857143,828721558.437287,4285361.4956638,4343468.09221517,48606800.1313768,2071428571.42857,11583922.3582339,241025517.642926,0.0,695125.0,15863843.4558849,1075071452.91974,9868097.73741424,5650505.96227849,21598187.9216042,2077659711.42515,511387689.442046,651589862.883541,11251332630.388,23968971.0774416,21501256.5551504,101796407.185629,13749473.4089688,263898574.646672,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,6798331031.27437,45014.376466484,430225386.933537,36600000.0,99946261.0734758,29700000.0,1266148860.46603,107737649.233228,900614349.185059,0.0,36134238.0929464,177615098.135894,535616.768530885,5291990761.21619,5498336.69867372,7518385128.20382,67706683.5603421,41139332.2955844,26327764.4152636,727666.880166151,9407751.85709348,2379301.339145,515997642.010379,22200000.0,5032808.21202366,11400000.0,36272977.871391,1930800.0,225670995.092074,698192771.084337,2255256982.83756,63486922.1731789,402310231.023102,426263340.165383,0.0,2648079366.02068,27445027.4450274,108639956.544017,1896540415.99416,0.0,22077991.1688035,0.0,0.0,460899849.343362,73434840.970744,39061458.3333333,66920095.5470253,4050000.0,243035871.645628,32258064.516129,2291375.57284389,20769763.769377,8173511.12116127,17691507.9721057,111288010.202061,0.0,12755677.3589433,191200000.0,130636725.852966,6323435.83886305,12948712.0830855,127758749.506804,60811819.1314729,0.0,39135467.9154937,41058571.7065577,473954.383713469,2343860.94977217,228027756.482082,156919128.673686,7330399.9290757,639259541.899065,8443978.56976473,1249389090.08885,428293444.786002,5891358.02469136,180841169.784024,29065079.3001273,739410739.410739,103800000.0,247286821.705426,161310133.696948,7933048.21486779,9452062887.04014,0.0,391420967.862432,20750000.0,616740088.105727,1618333333.33333,0.0,9365839.70830056,587274311.70782,109994256.174612,94390801.1395154,128085357.458944,3770637.40982604,8516583.62989323,11400000.0,0.0,551454504.427754,266899036.578679,281422738.461992,1238804426.92127,5390626.34765659,7246651.05202591,176963350.78534,39363259.9077325,4183674.95169889,262656250.0,1037058.64242542,79583333.3333333,8230000.0,8620776.95860002,24860541.9215669,570873159.477221,42559982.9760068,52687946.2410752,152233866.519581,51429281.9115868,78237979893.08,86929824.5614035,352272727.272727,1315597881.75968,927234.774966126,807070715.481137,485866527.221808,81624098.9637049,49850000.0
1972,2939585.50125376,343271609.064777,0.0,3335766741.48489,766000000.0,0.0,1484443744.94753,249425547.367042,11070110.701107,3600000.0,1026588090.80827,4904216.99176282,4947862.93586427,48606800.1313768,2071428571.42857,12539956.8625484,241025517.642926,0.0,695125.0,20700640.9421659,1195501487.56211,10345585.8360879,5650505.96227849,21598187.9216042,2233737030.68794,601426981.737252,745661188.757487,11251332630.388,31742504.8010539,24894059.3902265,94011976.0479042,12744615.6776231,170587589.638519,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,8438787626.67015,45014.376466484,487244020.612178,39500000.0,109942841.328331,37300000.0,1066049040.55586,107737649.233228,1256164585.70101,0.0,41043478.2608696,220831905.334811,787703.106216311,6326060061.39262,6673861.63442157,8789192636.73613,67706683.5603421,30202525.7565639,31711404.2302397,727666.880166151,9407751.85709348,2379301.339145,573692101.497013,24000000.0,5032808.21202366,15449922.7503862,36272977.871391,1930800.0,231632283.749548,698192771.084337,2497244705.68716,84039646.649921,371947194.719472,466113288.078091,0.0,3289362465.01575,27445027.4450274,129359948.256021,2567519427.91551,0.0,29735988.1056048,0.0,0.0,531950093.409418,90743549.9119924,20254568.1282978,106204436.985367,4050000.0,202768227.100414,32258064.516129,2291375.57284389,20769763.769377,10598709.5850438,17691507.9721057,140446991.603665,0.0,16129256.2488468,242400000.0,130636725.852966,8332407.51027664,12948712.0830855,117181275.174055,60811819.1314729,0.0,39135467.9154937,41058571.7065577,543220.699331089,2697870.8964292,251103008.980125,156919128.673686,7330399.9290757,904095638.361745,10967466.4182002,1522236183.49229,491632831.176716,6503703.7037037,206172013.195009,54524419.3833334,478207381.775708,103800000.0,276485788.113695,196259385.992773,7933048.21486779,10054347826.087,0.0,447930659.675905,28851587.3015873,616740088.105727,1824593128.3906,0.0,9365839.70830056,930574823.571989,107983917.288914,94390801.1395154,150044444.444444,4234610.66807196,11140612.0996441,13200000.0,0.0,551454504.427754,266899036.578679,281422738.461992,1458082235.50212,5390626.34765659,7246651.05202591,260209424.08377,39363259.9077325,5126414.5253702,284086538.461538,1037058.64242542,79583333.3333333,8230000.0,9121523.15123251,31650677.1358443,703957597.173145,53689677.8619328,64944701.1059779,152233866.519581,51429281.9115868,80708070966.4935,86929824.5614035,404651162.790698,1315597881.75968,927234.774966126,807070715.481137,492386546.204331,81624098.9637049,58450000.0
1973,3341271.55123016,343271609.064777,0.0,3335766741.48489,1294000000.0,0.0,1855729306.59264,328898821.44589,11070110.701107,5923067.59919576,1296519775.36788,6698401.4464599,6079259.18282194,48606800.1313768,2071428571.42857,16765508.0949879,241025517.642926,0.0,695125.0,21129139.9666588,1512670977.08737,14215522.7814429,5650505.96227849,21598187.9216042,2363060955.12359,764969998.388539,1005919720.16376,11251332630.388,28713844.1107457,31636823.7104568,102395209.580838,19426710.1561764,173879934.001777,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,11185834257.9609,45014.376466484,581866269.939664,42000000.0,136757097.791798,49200000.0,1243856104.69499,107737649.233228,1521319434.52806,0.0,48433591.4234664,276967793.935961,931727.069441367,7976535301.9881,9421730.09883844,9446894124.04146,67706683.5603421,41052242.8437696,36058910.702304,727666.880166151,9407751.85709348,2379301.339145,674802452.237724,23400000.0,5032808.21202366,15950000.0,36272977.871391,1930800.0,263447030.809007,698192771.084337,2529921054.3991,98307831.8251105,480857166.912962,665185288.985423,0.0,3638240139.22655,27445027.4450274,150652370.416135,3374561100.02871,0.0,37319917.1554816,0.0,0.0,544785374.646643,136560430.519402,21220297.9661701,103815507.201961,3750000.0,298307480.018398,25146427.176884,2291375.57284389,20769763.769377,13932271.6688859,17691507.9721057,185783993.844536,0.0,20346496.1180142,300800000.0,130636725.852966,10974072.2960756,12948712.0830855,152452317.457742,60811819.1314729,0.0,39135467.9154937,41058571.7065577,643113.994711766,4711557.47489814,296726189.258103,156919128.673686,7330399.9290757,1020223591.91056,10433752.9481418,1917119276.03522,607891665.206917,7152747.93487084,246331492.972427,89826506.5188379,477624634.164645,103800000.0,364341085.271318,301201252.760395,7933048.21486779,12059701492.5373,0.0,515567326.884812,30915873.015873,616740088.105727,545381021.804599,0.0,9365839.70830056,1565589935.76306,113153360.137852,94390801.1395154,198891497.820841,5022404.82542856,12475644.1281139,16100000.0,0.0,551454504.427754,266899036.578679,281422738.461992,1702215352.91087,5390626.34765659,7246651.05202591,388674556.986857,39363259.9077325,6873376.43400975,312408499.092311,1037058.64242542,79583333.3333333,8230000.0,8944886.23023448,38188218.1045361,861625441.696113,77916010.2444597,64872640.2666116,152233866.519581,112465598.243483,81469794407.5887,86929824.5614035,420930232.55814,1315597881.75968,927234.774966126,807070715.481137,752926325.61866,81624098.9637049,86900000.0
1974,3581366.35143003,343271609.064777,0.0,3335766741.48489,1626000000.0,0.0,2127274762.94236,422543505.786049,11070110.701107,7682539.68253968,1482318435.92776,6447726.47016057,6269084.56409298,72298235.0382714,2071428571.42857,26346455.8950195,241025517.642926,0.0,695125.0,39766636.0693248,1790114213.37072,21818972.6985847,5650505.96227849,21598187.9216042,2809465529.28173,888478643.954015,1103190480.84936,11251332630.388,41129183.0248645,34625371.3051245,189221556.886228,24137429.6337841,194904101.810536,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,12905125699.3054,45014.376466484,732087482.977571,57600000.0,260168630.030497,74800000.0,1852779424.69282,107737649.233228,1968178717.80746,0.0,74758454.1062802,308807797.081766,1353022.08032731,8361637313.22792,10494173.3657381,10450754431.8186,67706683.5603421,64121526.3881397,36058910.702304,727666.880166151,9407751.85709348,2379301.339145,1049955702.95995,28400000.0,11136757.5869161,16900000.0,36272977.871391,1930800.0,308005578.323252,698192771.084337,2895415720.35154,111205418.870676,3877862663.12671,1427457784.18103,0.0,3890003394.12994,27445027.4450274,163307378.016219,3962157887.16867,0.0,46763683.9663565,0.0,0.0,852963864.000475,426401410.876988,21220297.9661701,179142179.606145,4550000.0,431682379.049556,28417847.6111717,2291375.57284389,20769763.769377,16467478.4809318,17691507.9721057,241889161.214435,0.0,25882465.3567563,407200000.0,130636725.852966,11632496.2090526,12948712.0830855,159999341.90502,60811819.1314729,0.0,39135467.9154937,41058571.7065577,789047.321798046,5304902.62160263,397163356.279626,156919128.673686,7330399.9290757,1351141235.19314,14995341.2532029,2285358296.30965,710867536.387284,8446969.6969697,291444123.102643,255573248.407643,609191919.191919,103800000.0,454780361.757106,521518532.3231,7933048.21486779,13162650602.4096,0.0,746300307.260984,31434126.984127,616740088.105727,565500000.0,0.0,7786746.39836091,1565589935.76306,111430212.521539,94390801.1395154,225904541.481491,6779970.09799395,13350320.2846975,21400000.0,0.0,551454504.427754,266899036.578679,281422738.461992,1855084673.22308,5390626.34765659,7246651.05202591,537380924.316621,39363259.9077325,8097048.25408695,363887784.59983,1037058.64242542,79583333.3333333,8230000.0,8584035.88492278,46505447.7810258,1136704698.03477,120044738.214172,80157512.314408,152233866.519581,187557473.61904,89278920339.82,86929824.5614035,602325581.395349,1315597881.75968,927234.774966126,807070715.481137,1102318400.77,81624098.9637049,118550000.0
1975,4203664.56865451,343271609.064777,0.0,3335766741.48489,798359535.20164,0.0,2268707674.46336,546724394.020795,11070110.701107,8533333.33333333,1927662477.54259,7857666.1238469,18062366.7253036,80830559.4733651,2071428571.42857,16434892.5410872,241025517.642926,0.0,695125.0,58304466.4174311,2141126693.28147,41281153.797495,5650505.96227849,21598187.9216042,3180915490.18837,1032046116.6553,486720076.897699,11251332630.388,45886157.1626546,46770377.9052134,173652694.610778,33493068.5492714,227942151.191927,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,14314807557.4866,45014.376466484,931928334.624053,65900000.0,332252159.18327,102000000.0,1926890601.68053,107737649.233228,2108232940.99234,0.0,125072463.768116,433161415.662018,2056253.74901294,10945218801.8177,16844521.7975578,12907674883.7019,67706683.5603421,78825105.7091649,36058910.702304,727666.880166151,9407751.85709348,2379301.339145,1433217344.89603,44900000.0,32436379.6924488,21400000.0,36272977.871391,1930800.0,366147086.515326,1063855421.68675,3323646800.51911,154362392.721622,5951043741.98202,1590171817.1167,0.0,4217069828.69074,27445027.4450274,180742482.613699,4534902135.20134,0.0,54090933.232015,0.0,0.0,1030991735.53719,426401410.876988,21220297.9661701,165944100.296267,5500000.0,287788252.699704,30478781.0200124,2291375.57284389,20769763.769377,20512075.3668481,17691507.9721057,413326127.886805,0.0,30189630.0720445,504800000.0,130636725.852966,19130897.3324063,12948712.0830855,138923723.23416,60811819.1314729,0.0,39135467.9154937,41058571.7065577,1086812.23866729,9362342.02675749,440725547.042752,156919128.673686,7330399.9290757,3028584797.44989,18537929.9635065,2814545010.93577,912771143.34582,10529138.0375904,292259947.351158,523306311.522872,771161616.161616,103800000.0,710909865.546385,521518532.3231,7933048.21486779,14337349397.5904,0.0,588076674.62434,43488888.8888889,616740088.105727,635500000.0,0.0,9319735.1894778,1565589935.76306,119471568.064331,94390801.1395154,269156159.068865,6526389.84449494,15652099.6441281,23100000.0,0.0,551454504.427754,266899036.578679,281422738.461992,2232315958.56644,5390626.34765659,7246651.05202591,887837837.837838,39363259.9077325,11114584.7428761,416034898.156463,1037058.64242542,79583333.3333333,8230000.0,10703751.4978339,75323106.2950727,2284986255.46146,138323476.032302,86567896.1778084,152233866.519581,156541418.623062,92080928753.6472,86929824.5614035,711627906.976744,1315597881.75968,927234.774966126,807070715.481137,1431695127.0304,81624098.9637049,148600000.0
1976,5393251.2159455,343271609.064777,0.0,3335766741.48489,2050248958.80214,0.0,2441084024.61737,581408727.267149,11070110.701107,9971014.49275362,2109619988.35942,7160493.82716049,19531282.6951245,105287729.075513,2071428571.42857,26289247.4450138,241025517.642926,0.0,695125.0,66776055.5550065,2576476981.66804,67669294.6528306,5650505.96227849,21598187.9216042,3581805735.1487,1228176857.46748,599806958.679965,11251332630.388,52462858.3385646,48470391.2952501,120795356.005498,34337727.5580665,229146910.551999,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,14482403828.3736,45014.376466484,945240875.960708,76200000.0,480640373.503177,117000000.0,2201613068.1005,107737649.233228,2521013874.83057,0.0,128043478.26087,416956433.437752,2751430.01954963,11175248198.0247,20117179.3262189,12038757739.3177,67706683.5603421,88961005.0635995,36058910.702304,727666.880166151,9407751.85709348,2379301.339145,1559887279.78501,55500000.0,34000000.0,23700000.0,36272977.871391,1930800.0,382438611.38705,1275301204.81928,3294910612.34921,152839849.31123,7186307294.35815,1761176239.5281,0.0,3844185965.36122,27445027.4450274,294593397.854709,5008396503.81721,0.0,75910048.1167998,0.0,0.0,1708677685.95041,426401410.876988,21220297.9661701,173074847.035963,6400000.0,326295131.582059,23669757.489301,2291375.57284389,20769763.769377,23034715.2508666,17691507.9721057,577239433.305199,0.0,33040454.1545389,531576968.455445,130636725.852966,21761874.8692195,12948712.0830855,155142207.477541,60811819.1314729,0.0,39135467.9154937,41058571.7065577,1317065.57789246,9205803.65406332,439885582.533631,156919128.673686,8181627.95563926,2644426038.26039,25234878.4843544,2898055460.62995,977362861.310872,11876000.0,271671526.236703,589099594.672843,833181818.181818,103800000.0,778394355.385449,714759968.065632,21985174.1975033,15572289156.6265,0.0,470799772.4492,46757936.5079365,616740088.105727,691500000.0,0.0,10297663.2859957,1565589935.76306,179207352.096496,94390801.1395154,306272360.816564,6020631.89676863,20531871.886121,26300000.0,0.0,551454504.427754,266899036.578679,281422738.461992,2345444903.33778,5390626.34765659,7246651.05202591,945058881.243397,39363259.9077325,14233103.1596568,531909157.308053,1037058.64242542,79583333.3333333,8230000.0,12613977.3954241,83960118.9435018,2534775214.75603,136687529.91905,101074621.015537,152233866.519581,133232399.697199,94715251079.7143,86929824.5614035,593023255.813953,1315597881.75968,927234.774966126,807070715.481137,1677275419.31885,81624098.9637049,199800000.0
1977,6127288.0633346,343271609.064777,0.0,3335766741.48489,2058223941.63377,0.0,2500485127.38059,686893244.300868,11070110.701107,13955555.5555556,2496513861.83075,10147346.141322,22903777.2712471,128522908.761231,2071428571.42857,40439782.6361683,241025517.642926,0.0,695125.0,73254329.6013878,2499644658.35739,71685660.4082971,5650505.96227849,21598187.9216042,3752174526.30589,1226534416.18959,924042756.712079,11251332630.388,51449039.4008466,55167290.7847607,161471103.327496,36633018.5607294,280082338.769106,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,16213409804.0309,45014.376466484,1063101451.06185,86500000.0,471669447.954548,205000000.0,2751058000.94045,107737649.233228,2808847049.54659,0.0,135048309.178744,461856960.095854,3651464.94593652,12634633832.545,28927873.6567893,12952124605.6775,67706683.5603421,121717795.68115,36058910.702304,727666.880166151,9407751.85709348,2379301.339145,1838775321.43188,75200000.0,24274509.8039216,31800000.0,36272977.871391,1930800.0,419914698.72341,1468674698.79518,3477080944.50128,171725705.964377,7617207960.43002,2007693505.89542,0.0,4556493517.89272,30580030.5800306,262704735.063034,6157312576.81278,0.0,147766705.007878,0.0,0.0,2237603305.78512,748518665.85708,21220297.9661701,126427193.576977,7750000.0,479647087.83284,28081232.2562249,2780125.69503142,20769763.769377,25938648.110439,17691507.9721057,731455472.037483,0.0,43959890.6701238,437692985.836999,130636725.852966,26050146.5320742,12948712.0830855,169293678.193446,60811819.1314729,0.0,39135467.9154937,41058571.7065577,1422666.71307991,13625117.3958499,637879477.345121,156919128.673686,11010257.245197,3138198948.03948,35231772.6531563,3704801156.51573,1114680191.60327,13208000.0,307431743.844086,514837869.137232,913585858.585859,103800000.0,1031640129.7326,754442226.070606,22276752.3199159,17379518072.2892,0.0,435661721.777063,55486507.9365079,616740088.105727,717000000.0,0.0,16062942.5517876,11584767351.4777,216538485.838843,94390801.1395154,380523899.319505,7064980.37505451,28588099.6441281,31700000.0,0.0,551454504.427754,266899036.578679,281422738.461992,2560335055.91703,5390626.34765659,7246651.05202591,998216560.509554,39363259.9077325,21108759.3617714,688722114.107284,1037058.64242542,79583333.3333333,8230000.0,15364583.3333333,121692504.953957,2765773072.18007,190729876.550359,131916696.936675,152233866.519581,160545078.518595,104665218971.628,86929824.5614035,748837209.302326,1315597881.75968,927234.774966126,807070715.481137,2073738018.4345,81624098.9637049,285350000.0
1978,6127288.0633346,343271609.064777,0.0,3335766741.48489,3103989946.59127,0.0,2816316205.75076,877450655.245279,11070110.701107,17033333.3333333,3166647025.36802,8552841.49324636,32372283.475733,134871031.705263,2071428571.42857,116143119.294469,241025517.642926,0.0,695125.0,97672439.468517,2690623101.76157,89229646.1772544,14305862.2942268,21598187.9216042,3969158477.03543,1668885135.51303,1036145035.03307,11251332630.388,86764810.153508,71436168.327011,214951895.990555,37960435.3529266,360663621.062755,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,20066376348.1417,45014.376466484,1322665931.65078,103000000.0,627852442.068635,164000000.0,2485279986.91554,107737649.233228,3470695273.0461,0.0,178212560.386473,506869452.95645,7239265.39761045,15852894822.5915,28927873.6567893,15897336095.5357,67706683.5603421,101354226.354936,85228280.9846123,727666.880166151,9407751.85709348,2379301.339145,2118929495.4422,71700000.0,17333333.3333333,43100000.0,36272977.871391,1930800.0,538098139.604814,1627662342.06925,3975819129.87438,217465500.004531,8113739880.87555,1986021658.30269,0.0,5540992657.9633,30580030.5800306,304948875.255624,8657135932.94114,0.0,239475869.99216,0.0,0.0,3190082644.6281,738039577.826819,21220297.9661701,252760229.683593,8900000.0,729941800.568145,21946485.4234596,4013501.00337525,20769763.769377,33109687.2163059,17691507.9721057,772559381.952495,0.0,52181427.4002349,518287192.596399,130636725.852966,31020668.6283547,12948712.0830855,183429289.25931,60811819.1314729,0.0,76333333.3333333,41058571.7065577,1752316.54624899,25570521.899389,607070689.625395,156919128.673686,14774701.3152763,3022642269.76791,44549266.2473795,4226968876.26796,1307453860.46068,14867263.944511,388573502.345957,574334105.385061,1031868686.86869,103800000.0,665178542.875234,622746328.959944,27421800.6136051,10292598967.2978,0.0,470166317.128535,69522222.2222222,616740088.105727,834413568.479646,0.0,14393007.3227777,13404087587.8055,175916407.914119,94390801.1395154,418861751.435783,8118123.47188264,34987046.2633452,81400000.0,0.0,551454504.427754,266899036.578679,281422738.461992,2873317738.08391,8259877.06496927,7246651.05202591,1213503184.71338,39363259.9077325,22733718.5804942,942007071.169005,1037058.64242542,79583333.3333333,8230000.0,18312500.0,148496651.616763,2727882976.00712,421677764.018646,151699852.760007,152233866.519581,185943655.751885,113382063749.093,86929824.5614035,827906976.744186,1315597881.75968,927234.774966126,807070715.481137,2067988016.997,81624098.9637049,347750000.0
1979,6127288.0633346,504712881.877131,0.0,3335766741.48489,5057062803.25292,0.0,3100685079.26643,1049972515.42533,11070110.701107,20000000.0,3631580468.11257,17562828.480364,32032417.8975376,136251932.925634,2071428571.42857,157225700.11294,241025517.642926,0.0,1128250.0,119737096.068101,2829161199.58493,171464572.14333,24355619.031493,21598187.9216042,4084145737.65174,1945005773.67206,1312899709.49745,11251332630.388,102735025.056177,88354754.0921954,190944707.620256,52566260.1893551,467687274.675792,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,23215063114.2153,45014.376466484,1529188589.15483,120000000.0,711681247.356142,186000000.0,1152855495.92072,107737649.233228,4910953932.41438,0.0,276328502.415459,642602892.781478,9572320.67752886,19040482589.1051,56881751.7699157,20544684886.403,67706683.5603421,66362988.0808581,71021091.7464804,727666.880166151,9407751.85709348,2379301.339145,2424261939.15195,90200000.0,17176470.5882353,49550000.0,36272977.871391,1930800.0,621170386.193715,1552431165.78793,4589738351.59412,290141008.530146,4993779938.91999,2371712820.92959,0.0,6904107162.83232,30580030.5800306,399556492.293554,9173587660.85607,0.0,291024720.045055,0.0,0.0,3543388429.75207,881077990.780342,21220297.9661701,346311001.464806,9400000.0,853569148.558863,28073183.5754377,5370993.42892059,20769763.769377,38273990.6278582,17691507.9721057,896353802.001985,0.0,81891303.6324575,679663588.44835,130636725.852966,36197478.3990372,12948712.0830855,190866354.07303,60811819.1314729,0.0,78000000.0,41058571.7065577,2480933.27478436,43029681.2987986,778636837.199101,156919128.673686,17482911.9696129,3070825338.11694,32278195.0033354,5038015817.1286,1453771373.61845,17300000.0,436892310.899722,584105385.060799,1181818181.81818,103800000.0,520650234.292605,874273979.844257,30150739.6485036,1936746987.95181,0.0,530137009.516197,63530158.7301587,616740088.105727,860000000.0,0.0,19633017.1517821,17616726770.6883,239999813.592378,94390801.1395154,452160437.053933,10785547.3665289,54644241.9928825,87700000.0,0.0,551454504.427754,266899036.578679,281422738.461992,3368143351.65194,10183559.4762639,7246651.05202591,1581656050.95541,39363259.9077325,22498848.2620509,1199048430.62065,1037058.64242542,79583333.3333333,8230000.0,27218750.0,160900649.999262,3001142305.52651,375458521.873958,206806782.995204,152233866.519581,279396248.945885,126879927116.756,86929824.5614035,925581395.348837,1315597881.75968,927234.774966126,807070715.481137,2160867339.72825,81624098.9637049,441150000.0
