Year,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Brunei Darussalam,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Cabo Verde,Costa Rica,Cuba,Cyprus,Czechia,Germany,Djibouti,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,Guyana,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Mexico,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,"Korea, Dem. People's Rep.",Portugal,Paraguay,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Sierra Leone,El Salvador,"Somalia, Fed. Rep.",Serbia,South Sudan,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Trinidad and Tobago,Tunisia,Turkiye,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,"Venezuela, RB",Viet Nam,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1980,6127288.0633346,497359449.16104,0.0,3335766741.48489,6477389013.47732,0.0,3657867289.72814,1152895906.47504,11070110.701107,27763333.3333333,3958575326.74283,23617947.7470655,35360658.841348,167255351.167634,2071428571.42857,175066312.997347,241025517.642926,0.0,1682000.0,159008134.942347,2259307478.86009,142386781.305897,31844060.6002123,21598187.9216042,4744402251.07336,1996765550.12502,1787179487.17949,11251332630.388,118473116.243847,99867474.4414994,152183674.978539,57416698.2203711,611248236.580563,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,25009350127.5413,1817455.44983429,1617653843.01465,105000000.0,890174464.813874,209000000.0,1361426626.53339,107737649.233228,5508356432.6108,0.0,359323671.497585,873508619.521642,10367191.7502583,22198183002.4185,68629307.0806513,28360159219.7249,67706683.5603421,120610364.850902,60309243.0241079,727666.880166151,9407751.85709348,2379301.339145,2275580288.96511,103760000.0,21882352.9411765,57000000.0,36272977.871391,1930800.0,740802218.103239,2114454045.81224,5420809519.08574,362511166.638615,4874889400.10618,2976492817.81426,0.0,7915696625.50473,30580030.5800306,416212133.926324,9711741590.62543,0.0,271691156.156379,0.0,0.0,3980692489.03581,950805965.290033,21220297.9661701,503476314.786197,12750000.0,1074139253.03411,30811520.2245016,11639193.9745825,20769763.769377,47360892.6137643,17691507.9721057,1117955622.16605,0.0,90402004.9366121,810422203.825541,130636725.852966,38337750.85195,12948712.0830855,202083467.163444,60811819.1314729,0.0,92283380.9667842,41058571.7065577,5537271.49808245,53134112.2231854,1035886222.48355,156919128.673686,17039000.3786445,3029915084.83287,47159888.987657,5269306825.3363,1668684529.13618,20083333.3333333,676939260.529084,883757961.78344,1429292929.29293,103800000.0,948572813.349258,879326572.969461,38795968.6770619,1506218238.81022,0.0,655377981.586798,89326190.4761905,616740088.105727,755555555.555556,0.0,23552267.5593367,20724493047.2475,228000000.0,96502271.8667172,560080515.222701,15907791.9603734,62055971.5302491,95500000.0,0.0,551454504.427754,266899036.578679,281422738.461992,3791756608.82785,13135761.8870299,7246651.05202591,2253248407.64331,39363259.9077325,24763347.2169633,1373227227.44232,1037058.64242542,79583333.3333333,8230000.0,36927083.3333333,194096119.559259,2671976285.57263,232291721.313375,398813536.470271,152233866.519581,477266464.590796,143688354872.676,86929824.5614035,1002325581.39535,1315597881.75968,927234.774966126,807070715.481137,2661671164.84386,81624098.9637049,442750000.0
1981,6127288.0633346,618891637.14152,0.0,3335766741.48489,5882767126.46132,0.0,4323644156.90375,969372327.098363,11070110.701107,29995555.5555556,3385176171.48879,17186114.2085371,33915894.7635713,174106138.716989,2071428571.42857,239361702.12766,241025517.642926,0.0,2079250.0,238715537.624444,2517859757.17182,155271241.87647,31162681.7474526,21598187.9216042,5141128191.44056,1810878507.718,2292307692.30769,11251332630.388,92002752.7223615,120247597.808126,71671583.9625418,63535260.9750084,638643433.259008,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,21638004993.8195,5351084.00245328,1446085209.66902,125000000.0,806569334.609262,234000000.0,1817140261.2282,107737649.233228,4977748533.42705,0.0,366980676.328502,790880895.266151,11361681.7629211,20047753849.35,88322642.613467,26948261220.5562,67706683.5603421,195559792.179064,52510728.8966541,727666.880166151,9407751.85709348,2379301.339145,2578400683.8574,162640000.0,22400000.0,60500000.0,36272977.871391,1930800.0,757701599.624646,2654105929.96991,5879007035.84446,327043451.145032,8121567621.44701,4086497761.70449,0.0,7387713297.7908,44922028.4941227,438818156.782162,10851176225.1968,0.0,241171594.363084,0.0,0.0,4463839959.5905,1042021629.57117,21220297.9661701,373214770.032477,26350000.0,557334522.313648,27684625.6566402,12392766.9544448,20769763.769377,41726636.1092725,17691507.9721057,975581462.792181,0.0,86482746.692035,1284948561.26553,130636725.852966,31648946.9364923,12948712.0830855,205288116.626087,60811819.1314729,0.0,99294190.8655002,41058571.7065577,5332041.25981644,38506688.8268612,1446539242.74777,156919128.673686,13984418.4137989,2135475014.08432,71927312.7005992,4527100426.5767,1649618172.97992,21959582.6949734,660354444.434806,1133468442.38564,1737373737.37374,103800000.0,994511245.080721,982322001.607666,38248532.2460091,1567860808.36714,0.0,637048883.404744,131942063.492063,1059505494.50549,915333333.333333,0.0,28682783.331402,24399927864.2192,203987417.197213,86843238.3496914,681003838.707998,15788111.4657924,78352569.3950178,134000000.0,0.0,551454504.427754,266899036.578679,281422738.461992,3490216137.64555,12379584.2969822,7246651.05202591,2437707006.36943,39363259.9077325,22525953.976543,1415853971.5129,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,228835732.395849,2814869761.46162,331019096.977006,108146878.36523,152233866.519581,709699535.82315,176558875270.821,86929824.5614035,1009302325.5814,1315597881.75968,927234.774966126,807070715.481137,3011979548.27998,81624098.9637049,389700000.0
1982,6127288.0633346,668493883.280968,0.0,3335766741.48489,2279872697.46359,0.0,4459544581.75223,995369996.934841,11070110.701107,36665555.5555555,2891774968.21585,16554779.888377,32866107.1313366,184674562.508557,2071428571.42857,311170212.765958,241025517.642926,0.0,2576875.0,123726843.539984,3031328924.09642,168998420.575509,23551463.5899229,21598187.9216042,6017321456.07224,1928314953.18357,2160747854.4756,11251332630.388,86425689.1231444,131616586.428732,147162426.614481,72427162.0116492,667866120.930581,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,20940094018.3628,29608206.1208298,1400430126.10952,126000000.0,932452707.749462,229000000.0,2307139561.2292,107737649.233228,4956242441.31541,0.0,387367149.758454,844911290.481735,14939154.8492196,18918492343.8024,88555899.7705459,27714188335.4742,67706683.5603421,195559792.179064,52266833.5866941,727666.880166151,9407751.85709348,2379301.339145,2638652976.07206,176590000.0,24710000.0,67000000.0,36272977.871391,1930800.0,750740503.132635,2741068094.3,6302107956.21001,342048872.747759,9703525315.25995,4086497761.70449,0.0,8062597403.3411,53608918.7277565,465258786.015002,10193936011.7554,0.0,243721560.477189,0.0,0.0,4646524886.33317,1285119359.80216,21220297.9661701,246651755.127511,43350000.0,709332450.608506,25974668.7039333,14965648.0816342,20769763.769377,37433657.0500499,17691507.9721057,959485440.858573,0.0,86482746.692035,858130162.743322,130636725.852966,29518633.2568486,12948712.0830855,195419415.596713,60811819.1314729,0.0,102992610.47877,41058571.7065577,2828236.37617843,26977480.0807193,1438303666.62527,156919128.673686,12781263.8844087,1651914513.23833,71927312.7005992,4829535607.29229,1697544015.13473,25491173.2282275,608767756.507905,1261580775.91199,1852711542.51952,103800000.0,1268695336.79202,964637002.34192,38248532.2460091,2122035928.42609,0.0,606436537.693007,208026190.47619,1467252747.25275,989333333.333333,0.0,28175370.7285622,27095797466.2867,172214638.244251,73072311.5220051,738310856.90788,14128284.8262221,94372953.7366548,83900000.0,0.0,551454504.427754,266899036.578679,281422738.461992,2980130869.17698,11074579.5804093,7246651.05202591,2726878980.89172,39363259.9077325,18541962.1065957,1507634749.41413,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,328600426.283294,2754732302.69512,366761862.799068,87488449.8871305,152233866.519581,599135224.098229,221673542584.02,86929824.5614035,1523255813.95349,1315597881.75968,927234.774966126,807070715.481137,2744699858.1717,81624098.9637049,437450000.0
1983,6127288.0633346,778628250.551507,0.0,3335766741.48489,2848053181.38652,0.0,4511671066.02643,991995097.475966,11070110.701107,34369644.2000553,2671831608.17975,17765951.3050233,29317755.9792792,231804492.459502,2071428571.42857,183510638.297872,241025517.642926,0.0,2899750.0,89973482.5986752,2082669250.91503,117119803.12818,24454614.2415651,21598187.9216042,6947104071.66388,1946035042.92234,1497684300.84162,11251332630.388,76251882.8759323,129898757.695517,78919799.7904784,72427162.0116492,859813605.599187,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,20731705900.1517,30902369.4442413,1374960497.49644,126000000.0,952430671.56699,200000000.0,3004281422.45511,107737649.233228,4770965313.3124,0.0,408405797.101449,905188931.503457,15102947.827968,18188520274.9614,86599171.7970116,26423122398.8855,67706683.5603421,71148287.3534174,52266833.5866941,727666.880166151,18064755.1994071,2379301.339145,2195463585.6401,184250000.0,22100000.0,70000000.0,36272977.871391,1930800.0,700708442.013447,2047257950.10256,6830768697.58092,310258091.668053,10550357292.9316,4086497761.70449,0.0,8409527115.57584,50162507.3749366,484742989.817643,11429317255.5492,0.0,208691732.712316,0.0,0.0,4714159752.90945,1425498409.82307,21220297.9661701,492472676.600039,38750000.0,709332450.608506,45952585.3641951,14069652.6344134,20769763.769377,37178028.8418864,17691507.9721057,628153422.9932,0.0,86482746.692035,778556797.175546,130636725.852966,26767016.7372581,12948712.0830855,192169991.457716,60811819.1314729,0.0,116316977.450832,41058571.7065577,2934342.48517879,22217303.9599578,1342380183.09101,156919128.673686,12354815.1763736,1627393326.98334,71927312.7005992,4256634366.67567,1698789946.23354,29081758.9307813,567555469.444203,1457006369.42675,1985972402.22612,103800000.0,927159637.241117,800165576.322586,38248532.2460091,2195521572.91098,0.0,523320264.536747,221221334.920635,905192307.692308,888319701.953023,0.0,28024671.7013255,21872720536.3035,230769230.769231,70617688.2744721,732945268.687442,10236934.6480457,124526263.345196,83900000.0,0.0,551454504.427754,266899036.578679,281422738.461992,2629021886.99523,11735930.3473656,7246651.05202591,2733503184.71338,39363259.9077325,16398734.0775614,1583036595.49306,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,383489474.296776,2469375535.02442,332950425.386797,93723596.4695636,152233866.519581,274611790.852867,223427165005.73,86929824.5614035,2006976744.18605,1315597881.75968,927234.774966126,807070715.481137,3052688268.55758,81624098.9637049,431750000.0
1984,6127288.0633346,1066247743.83314,0.0,3335766741.48489,2527749814.85341,0.0,4925319432.74361,949715291.722829,11070110.701107,29938434.0358703,2407447484.34478,21237787.6999339,26968328.6913815,244337571.539817,2071428571.42857,164893617.021277,241025517.642926,0.0,3256125.0,144680785.749052,2013151757.88161,97366249.7421569,26109660.5744125,21598187.9216042,7349795763.93554,1807905757.37973,1462262953.46653,11251332630.388,70164798.8245983,127243641.82288,53403541.4105844,49423627.4965271,889730898.558775,3687650.14214536,0.0,0.0,30737332.9129284,815585466.91913,18855835234.1935,31133068.123632,1259583260.91574,139000000.0,929290821.271549,193000000.0,3742137511.23213,107737649.233228,4851949869.22903,0.0,423019323.671498,826070181.339718,15601330.1311657,16977866454.841,80328270.2874654,25418839536.3938,67706683.5603421,44624487.0269248,52266833.5866941,846805.020005245,6465128.7120096,2379301.339145,1994286405.27223,207480000.0,20740845.1365889,81000000.0,36272977.871391,1930800.0,641103030.25257,2002310076.61267,6956682449.43939,284275226.22503,9926303621.971,4086497761.70449,0.0,8296144788.10221,25153444.2528153,457778991.58571,12225078098.0288,0.0,175004682.979624,0.0,0.0,4759446931.42228,1465909167.67434,21220297.9661701,474574917.563726,24950000.0,709332450.608506,55750799.9779859,12285803.372919,20769763.769377,34928757.8493494,17691507.9721057,512454401.205829,0.0,55059872.1917297,1155945372.64342,130636725.852966,25402957.270395,12948712.0830855,188720829.263652,60811819.1314729,0.0,136654509.127579,41058571.7065577,2623131.38120186,18839590.2022103,1273659777.09887,156919128.673686,10632625.1782212,1210916249.52546,71927312.7005992,3977294579.81924,1554623805.05449,29211271.3707669,530331804.602067,1580789642.06406,2114435830.07625,103800000.0,666310916.249621,513453143.059041,38248532.2460091,2313670081.24338,0.0,474622276.255586,172997512.437811,874862637.362637,731196135.374668,0.0,25460676.6234673,22672050990.2634,355384615.384615,65136844.1288273,918624711.684512,9920516.34494711,235932384.341637,89200000.0,0.0,551454504.427754,266899036.578679,281422738.461992,2668524384.05184,9116913.39949027,7246651.05202591,3394904458.59873,40049707.4082804,15692619.6399188,1698837533.94756,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,249474468.772568,2190052307.47413,293025202.390761,75215039.1157124,152233866.519581,221851277.344512,245149168288.537,86929824.5614035,1325415047.30877,1315597881.75968,927234.774966126,807070715.481137,2770152106.71872,81624098.9637049,360650000.0
1985,6127288.0633346,1146467009.82686,0.0,3335766741.48489,2027221261.23072,0.0,4386859325.7862,1036872489.29208,11070110.701107,32220298.1166781,2428223976.52078,19810222.5199939,27106616.8369084,224948007.05318,2071428571.42857,167553191.489362,241025517.642926,0.0,3263000.0,131208000.213663,2687049984.34728,101752153.262278,20997913.3487861,21598187.9216042,7460563318.39353,1966928896.72097,1137635210.74226,11251332630.388,69565043.1929627,116190293.881312,40371344.1672132,55646692.4718929,716735060.992748,3394021.93782283,0.0,0.0,30737332.9129284,815585466.91913,18665574264.4916,31391900.7883143,1259295609.82975,61042019.3985112,953299653.924182,284000000.0,4203565423.47797,107737649.233228,5077574144.5611,0.0,429444444.444444,911349660.881995,14008928.9584327,17455151457.8314,95489724.2817681,26031881546.0011,67706683.5603421,63162776.6592191,52266833.5866941,1244263.4191691,4652567.4826345,2379301.339145,1927083076.34616,224420000.0,38971271.3289509,94000000.0,36272977.871391,1930800.0,1025550984.24961,1923319346.6477,7567024020.30933,301495819.03588,10706415944.5065,4086497761.70449,0.0,8253390532.61038,18714379.2636942,501742160.278746,13087751953.5835,0.0,145781732.097541,0.0,0.0,4883795774.80977,1379869859.98477,21220297.9661701,227203508.558202,25150000.0,709332450.608506,188947302.540994,10667797.3858849,20769763.769377,34433118.0761158,17691507.9721057,692472049.689441,0.0,50869844.1450621,1241863651.93559,130636725.852966,29826627.1649346,12948712.0830855,196758644.695776,60811819.1314729,0.0,148214364.287749,41058571.7065577,2363606.9289299,19811238.4387179,1076905728.46189,156919128.673686,10877815.4444056,1091662993.10564,71927312.7005992,3884181821.80083,1796625192.06768,30532050.1578394,529191398.508429,1617713053.17101,2143969262.44946,103800000.0,666976464.478036,609330746.534962,34289370.2952085,2140789169.64565,0.0,493594816.168755,158363306.126841,1528873626.37363,2050007583.97797,0.0,27250728.4310336,17656965219.4559,205293356.8285,64966400.5270855,1049587528.12308,6281702.96967508,250433594.30605,44300000.0,0.0,551454504.427754,266899036.578679,281422738.461992,2795295632.68836,6646662.94783438,7246651.05202591,3510318471.33758,37839750.8808871,18879809.8218638,1629594718.49007,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,215938722.294654,2365977436.04677,345976202.331691,104818308.978899,152233866.519581,203645853.928586,272163229313.057,86929824.5614035,820000000.0,1315597881.75968,927234.774966126,807070715.481137,2117406345.48856,53190811.6854162,309300000.0
1986,6127288.0633346,1156494418.07607,0.0,3335766741.48489,2449545720.61181,0.0,4606710027.60751,1475426088.99424,11070110.701107,34607737.5165322,3404311037.66514,26277338.538749,51180170.138548,248796417.166614,2071428571.42857,178191489.361702,241025517.642926,0.0,3263000.0,92869207.2219058,2758186568.47748,110162485.877782,34310908.1814021,21598187.9216042,7780136739.83447,2565428145.77636,1114393821.59332,11251332630.388,96559112.4612337,145411861.18635,67436312.9447526,55646692.4718929,679498200.874082,4454431.91020264,0.0,0.0,48729244.323958,815585466.91913,25944594045.7651,30604149.2001508,1647882397.58052,82290924.2407027,1127103217.13537,207000000.0,4727136104.09128,107737649.233228,6270618789.41391,0.0,439202898.550725,1223271000.85383,14591259.3678004,23901440137.0803,136006884.085173,30432577939.6425,67706683.5603421,51650922.7625224,52266833.5866941,1046935.94340481,6128820.1382815,2379301.339145,1998816951.19072,140853333.333333,27829660.9415741,105500000.0,36272977.871391,1930800.0,765838789.843799,1734616704.09182,9539363085.60916,409081178.238577,11741433342.0913,4086497761.70449,0.0,11941809156.3098,23522088.1261375,625775075.293029,19457334441.0159,0.0,181255662.31349,0.0,0.0,5325292074.23189,1295617612.14061,21220297.9661701,148293323.672983,24350000.0,709332450.608506,172743269.33716,13369627.5322425,20769763.769377,48297506.2446815,17691507.9721057,728545632.680319,0.0,50566283.2303279,817296611.651707,130636725.852966,37539055.0553557,16531995.1017929,231843369.647958,60811819.1314729,0.0,170669991.021274,42460504.2016807,2896096.9524149,24743830.1622185,894074625.015495,156919128.673686,14412109.5216369,516893509.335887,71927312.7005992,5351016847.00972,2168162775.1618,31053048.0739338,691134040.017563,1305689796.90142,2282625018.77159,103800000.0,867538985.481269,593798594.11254,37450561.7584264,2173578188.91304,0.0,706690056.391344,191435349.311696,1528873626.37363,2307873265.07113,0.0,34889469.1115173,17656965219.4559,260000000.0,85476428.3610449,1021162660.39625,7227148.72515085,163311245.551601,34900000.0,0.0,551454504.427754,266899036.578679,281422738.461992,3577484916.29209,7341260.28979926,9762352.28978159,3678980891.71975,48800771.5719624,30011030.706947,1635667271.25469,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,206793454.647122,2769409587.96878,260704018.594409,131071428.571429,152233866.519581,242349802.554248,295546223803.599,86929824.5614035,1004536496.71608,1315597881.75968,927234.774966126,807070715.481137,2497888430.34884,61629720.9329199,342200000.0
1987,6127288.0633346,1487398890.30015,0.0,3335766741.48489,2485659655.83174,0.0,5057135655.16952,1737112605.38592,11070110.701107,30784856.4306756,4162992929.13576,35602937.4087051,50712557.8547733,288311839.747867,2071428571.42857,178191489.361702,241025517.642926,0.0,3263000.0,103362387.152732,4323674770.1207,104464429.861632,73826342.8115359,21598187.9216042,8694447167.77653,3020406520.96648,1166781369.7831,11251332630.388,122780223.400114,163128000.878428,28297227.672553,100513414.321697,721331206.436748,4967860.70118594,0.0,0.0,199500731.141773,815585466.91913,31982616436.1345,30817967.4883666,2141274092.44012,59327500.2861037,1196971384.03296,207000000.0,4805707420.41797,107737649.233228,7921508650.89204,0.0,476618357.487923,1462231546.5973,25131445.6610873,29280470206.4717,136006884.085173,34921759890.1918,67706683.5603421,43338474.855354,52266833.5866941,1392344.22707226,3883662.22371057,2379301.339145,2399225050.00692,124028000.0,10619291.2340621,122500000.0,36272977.871391,1930800.0,823921397.472882,1347598625.1787,10877406164.41,435378990.388892,15263376569.5996,4086497761.70449,0.0,15653065895.3873,25325014.9908779,647050307.42276,23642290700.1666,0.0,249810082.348294,0.0,0.0,6040845305.00251,1336740076.7235,21220297.9661701,36999768.4731696,22250000.0,709332450.608506,226699541.853033,18111226.2589451,20769763.769377,66087827.3632354,17691507.9721057,815386106.13657,0.0,36662411.2082229,813391574.395217,130636725.852966,44254118.4612876,23148953.5132234,203653743.546581,60811819.1314729,0.0,83582418.1115877,43720551.2308757,3649578.35722384,21643561.4875449,1334714483.02138,156919128.673686,13662211.3084246,201691218.214958,71927312.7005992,6542917224.65604,2753415609.76334,33928833.3211117,925756538.570484,1139141742.52276,2500172425.68453,103800000.0,1455232302.59328,652382133.150522,42383569.0974437,1765484772.69384,0.0,853845582.968332,116922830.909091,865412087.912088,2272446245.7924,0.0,36093359.4762687,14460266666.6667,310333333.333333,99871230.4974096,1052360421.27656,4585444.66475729,176891743.772242,28500000.0,0.0,551454504.427754,266899036.578679,281422738.461992,4182359583.87746,8349582.27531029,11321408.3546279,3650191082.80255,34271986.4775385,43412291.9973248,1698687545.67932,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,194409783.482288,2889593497.07308,161608082.115891,130971749.223296,152233866.519581,223924938.586923,304086648682.908,86929824.5614035,765517241.37931,1315597881.75968,927234.774966126,807070715.481137,3595968625.21672,66915490.0430381,392600000.0
1988,6127288.0633346,1469382980.14573,0.0,3335766741.48489,2696341658.47862,0.0,5836347868.20948,1713954576.8605,11070110.701107,34255493.4292532,4097149308.30983,36931589.2670087,57186887.2713599,331995586.627989,2071428571.42857,207446808.510638,241025517.642926,0.0,3263000.0,92916951.6674937,5874167752.84461,178392184.534044,93747094.7560689,21598187.9216042,9897335684.27981,3276156632.26953,999951022.807046,11251332630.388,128102253.498429,154370685.71889,214939929.101904,100513414.321697,862374404.192878,5078572.17192216,0.0,0.0,243815864.399297,815585466.91913,32883592699.4186,31059919.761874,2320423440.13917,47296368.7644376,1028611425.29633,198000000.0,4453565066.33562,107737649.233228,8900414226.53907,0.0,614855072.463768,1704330620.23989,24673835.5264078,30327270741.0937,136006884.085173,38357236513.9578,67706683.5603421,22760424.6502865,52266833.5866941,2161462.758742,3883662.22371057,2379301.339145,2749556829.15464,146588384.397499,11020000.0,132000000.0,36272977.871391,1930800.0,1027508668.36463,1356706412.76621,11346419153.4156,453486446.993673,18889008562.6582,4086497761.70449,0.0,17403664789.8428,30932577.8211003,587776388.488132,28216102752.9808,0.0,250942407.491928,0.0,0.0,7732395675.54562,1704123944.10617,21220297.9661701,39317743.0784644,25000000.0,709332450.608506,165486625.501465,16956458.6293199,20769763.769377,77710663.5179005,17691507.9721057,917269144.795746,0.0,32904438.5458086,981914645.573685,130636725.852966,48011066.0471113,22383605.5108486,255256828.481799,60811819.1314729,0.0,63852700.3974116,42983864.1098686,4688302.31363998,20167493.0699254,855741986.726644,156919128.673686,13662211.3084246,271106046.546484,71927312.7005992,6728811707.4389,2894745725.78096,35789121.1376947,961838312.368973,1148894668.40052,2721723239.62829,102900000.0,736618231.495281,931561008.215334,46294747.8412508,1783781523.92543,0.0,1017899063.98386,178435818.181818,982554945.054945,2524357528.59514,0.0,36626347.1628316,13354666666.6667,369333333.333333,105288603.583036,1205886445.17546,9011475.02160601,178963345.195729,49500000.0,0.0,551454504.427754,266899036.578679,281422738.461992,4651754894.2004,8720150.2548967,12148072.7472662,3722802547.7707,77892079.1813274,43089092.4229808,1809003356.54051,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,232920340.777147,2663901290.11847,124833697.746346,140904123.011985,152233866.519581,259967029.93247,309661269300.954,86929824.5614035,1096551724.13793,1305814501.79549,927234.774966126,807070715.481137,4263086823.22617,86740656.3255351,407050000.0
1989,6127288.0633346,1948559395.68153,0.0,3335766741.48489,1440922190.20173,0.0,6300015815.27756,1623488055.24644,11070110.701107,37903281.7157947,3880733005.73301,28525930.384191,66816506.1691243,378796135.246148,2071428571.42857,218085106.382979,241025517.642926,0.0,4355375.0,101690872.434517,8761486965.81023,186129028.949986,102798415.794411,21598187.9216042,10747134688.6376,3082038962.5473,988934423.159046,11251332630.388,129676998.695957,146869357.508276,67494749.0973167,100513414.321697,865205662.784133,5078572.17192216,0.0,0.0,244995663.322357,815585466.91913,31485040895.2417,31088053.7471655,2183667160.04257,53517350.1577287,854300945.251138,189000000.0,3516344801.40585,107737649.233228,9302930295.84069,0.0,781521739.130435,1766586165.75982,29083211.422947,29665454335.4031,136006884.085173,37456646813.3108,67706683.5603421,22626966.3337718,52266833.5866941,2722988.35114814,4434725.15476652,2379301.339145,2560254613.5061,151627061.346818,6023830.21341149,138000000.0,36272977.871391,2072650.0,812646128.164453,1409556738.18967,10589796924.594,434222056.024692,16301812932.0636,4086497761.70449,0.0,17675486539.4629,40933809.6033868,382891036.17276,27966353541.5036,0.0,228606148.985296,0.0,0.0,9468974884.43025,2076390756.31682,21220297.9661701,39317743.0784644,25000000.0,709332450.608506,125682787.242247,22610459.5299465,20769763.769377,68628080.5510496,17691507.9721057,990555090.202011,0.0,30247467.9439206,1153375828.26522,130636725.852966,46080349.0821547,21308781.4648833,550194633.775299,60811819.1314729,0.0,79069105.5928304,38879724.5066285,6327951.84199137,22781135.849713,1019255474.66812,156919128.673686,13662211.3084246,170705511.267894,71927312.7005992,6399237698.5896,2932580201.31798,36331136.3502619,959602906.43782,1171521456.43693,2580142638.07414,101900000.0,862654199.43815,954928761.035484,53074242.2248797,1493906252.17138,0.0,1099988585.9135,98142356.7059893,848461538.461538,2572110229.46601,0.0,41622478.1344745,12749866666.6667,369333333.333333,99602517.8051961,1410452965.24566,14394912.1258326,213029679.715302,8560000.0,0.0,551454504.427754,266899036.578679,281422738.461992,4880345221.25431,8731526.53011424,13036424.0522024,1483652561.24722,56424917.2434547,41861019.1593941,1939693409.07322,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,234062029.597997,3373741563.28947,105316752.338241,139821239.66794,152233866.519581,297821236.424986,321866558808.32,86929824.5614035,1196251552.96512,458562483.898789,927234.774966126,807070715.481137,4181886467.27775,167587250.338432,408600000.0
